area,rank,title
Image classification,192,Recurrent Residual Convolutional Neural Network based on U-Net (R2U-Net) for Medical Image Segmentation
Image classification,193,VOLO: Vision Outlooker for Visual Recognition
Image classification,194,Fractional Max-Pooling
Image classification,195,Spatially-sparse convolutional neural networks
Image classification,196,Rapid Learning or Feature Reuse? Towards Understanding the Effectiveness of MAML
Image classification,197,TensorNetwork for Machine Learning
Image classification,198,Generative Pretraining from Pixels
Image classification,199,Multi-Task Bayesian Optimization
Image classification,200,Geometric Scattering for Graph Data Analysis
Object detection,1,MobileNets: Efficient Convolutional Neural Networks for Mobile Vision Applications
Object detection,2,YOLOv4: Optimal Speed and Accuracy of Object Detection
Object detection,3,Context R-CNN: Long Term Temporal Context for Per-Camera Object Detection
Object detection,4,MnasFPN: Learning Latency-aware Pyramid Architecture for Object Detection on Mobile Devices
Object detection,5,EfficientDet: Scalable and Efficient Object Detection
Object detection,6,Searching for MobileNetV3
Object detection,7,Objects as Points
Object detection,8,Looking Fast and Slow: Memory-Guided Mobile Video Object Detection
Object detection,9,YOLOv3: An Incremental Improvement
Object detection,10,MobileNetV2: Inverted Residuals and Linear Bottlenecks
Object detection,11,Speed/accuracy trade-offs for modern convolutional object detectors
Object detection,12,Deep Residual Learning for Image Recognition
Object detection,13,Going Deeper with Convolutions
Object detection,14,MobileDets: Searching for Object Detection Architectures for Mobile Accelerators
Object detection,15,Pooling Pyramid Network for Object Detection
Object detection,16,Mobile Video Object Detection with Temporally-Aware Feature Maps
Object detection,17,Focal Loss for Dense Object Detection
Object detection,18,Mask R-CNN
Object detection,19,SpineNet: Learning Scale-Permuted Backbone for Recognition and Localization
Object detection,20,End-to-End Object Detection with Transformers
Object detection,21,Group Normalization
Object detection,22,Data Distillation: Towards Omni-Supervised Learning
Object detection,23,Non-local Neural Networks
Object detection,24,Feature Pyramid Networks for Object Detection
Object detection,25,R-FCN: Object Detection via Region-based Fully Convolutional Networks
Object detection,26,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks
Object detection,27,Fast R-CNN
Object detection,28,Realtime Multi-Person 2D Pose Estimation using Part Affinity Fields
Object detection,29,Stand-Alone Self-Attention in Vision Models
Object detection,30,TensorMask: A Foundation for Dense Object Segmentation
Object detection,31,Scale-Aware Trident Networks for Object Detection
Object detection,32,Path Aggregation Network for Instance Segmentation
Object detection,33,Real Time Pear Fruit Detection and Counting Using YOLOv4 Models and Deep SORT
Object detection,34,Scaled-YOLOv4: Scaling Cross Stage Partial Network
Object detection,35,An Aerial Weed Detection System for Green Onion Crops Using the You Only Look Once (YOLOv3) Deep Learning Algorithm
Object detection,36,CSPNet: A New Backbone that can Enhance Learning Capability of CNN
Object detection,37,"YOLO9000: Better, Faster, Stronger"
Object detection,38,"You Only Look Once: Unified, Real-Time Object Detection"
Object detection,39,A novel Region of Interest Extraction Layer for Instance Segmentation
Object detection,40,Feature Pyramid Grids
Object detection,41,YOLOX: Exceeding YOLO Series in 2021
Object detection,42,Instances as Queries
Object detection,43,Deformable DETR: Deformable Transformers for End-to-End Object Detection
Object detection,44,Probabilistic Anchor Assignment with IoU Prediction for Object Detection
Object detection,45,FCOS: A simple and strong anchor-free object detector
Object detection,46,Generalized Focal Loss: Learning Qualified and Distributed Bounding Boxes for Dense Object Detection
Object detection,47,DetectoRS: Detecting Objects with Recursive Feature Pyramid and Switchable Atrous Convolution
Object detection,48,ResNeSt: Split-Attention Networks
Object detection,49,Dynamic R-CNN: Towards High Quality Object Detection via Dynamic Training
Object detection,50,CentripetalNet: Pursuing High-quality Keypoint Pairs for Object Detection
Object detection,51,Side-Aware Boundary Localization for More Precise Object Detection
Object detection,52,Bridging the Gap Between Anchor-based and Anchor-free Detection via Adaptive Training Sample Selection
Object detection,53,Cascade RPN: Delving into High-Quality Region Proposal Network with Adaptive Convolution
Object detection,54,CBNet: A Novel Composite Backbone Network Architecture for Object Detection
Object detection,55,FreeAnchor: Learning to Match Anchors for Visual Object Detection
Object detection,56,Deep High-Resolution Representation Learning for Visual Recognition
Object detection,57,MMDetection: Open MMLab Detection Toolbox and Benchmark
Object detection,58,Grid R-CNN Plus: Faster and Better
Object detection,59,CARAFE: Content-Aware ReAssembly of FEatures
Object detection,60,RepPoints: Point Set Representation for Object Detection
Object detection,61,RepPoints: Point Set Representation for Object Detection
Object detection,62,NAS-FPN: Learning Scalable Feature Pyramid Architecture for Object Detection
Object detection,63,Rethinking Classification and Localization for Object Detection
Object detection,64,Prime Sample Attention in Object Detection
Object detection,65,FoveaBox: Beyond Anchor-based Object Detector
Object detection,66,Libra R-CNN: Towards Balanced Learning for Object Detection
Object detection,67,Feature Selective Anchor-Free Module for Single-Shot Object Detection
Object detection,68,Hybrid Task Cascade for Instance Segmentation
Object detection,69,Region Proposal by Guided Anchoring
Object detection,70,Grid R-CNN
Object detection,71,"Deformable ConvNets v2: More Deformable, Better Results"
Object detection,72,Gradient Harmonized Single-stage Detector
Object detection,73,CornerNet: Detecting Objects as Paired Keypoints
Object detection,74,Cascade R-CNN: Delving into High Quality Object Detection
Object detection,75,SSD: Single Shot MultiBox Detector
Object detection,76,"How to train your ViT? Data, Augmentation, and Regularization in Vision Transformers"
Object detection,77,XCiT: Cross-Covariance Image Transformers
Object detection,78,Co-Scale Conv-Attentional Image Transformers
Object detection,79,Rethinking Spatial Dimensions of Vision Transformers
Object detection,80,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows
Object detection,81,Scaling Local Self-Attention for Parameter Efficient Visual Backbones
Object detection,82,LambdaNetworks: Modeling Long-Range Interactions Without Attention
Object detection,83,Bottleneck Transformers for Visual Recognition
Object detection,84,Global Context Networks
Object detection,85,AdamP: Slowing Down the Slowdown for Momentum Optimizers on Scale-invariant Weights
Object detection,86,TResNet: High Performance GPU-Dedicated Architecture
Object detection,87,ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks
Object detection,88,RandAugment: Practical automated data augmentation with a reduced search space
Object detection,89,MixConv: Mixed Depthwise Convolutional Kernels
Object detection,90,Res2Net: A New Multi-scale Backbone Architecture
Object detection,91,Bag of Tricks for Image Classification with Convolutional Neural Networks
Object detection,92,DropBlock: A regularization method for convolutional networks
Object detection,93,Random Erasing Data Augmentation
Object detection,94,ShuffleNet V2: Practical Guidelines for Efficient CNN Architecture Design
Object detection,95,Unsupervised Learning of Object Keypoints for Perception and Control
Object detection,96,Rethinking ImageNet Pre-training
Object detection,97,Learning Strict Identity Mappings in Deep Residual Networks
Object detection,98,ShuffleNet: An Extremely Efficient Convolutional Neural Network for Mobile Devices
Object detection,99,Self-Supervised Learning with Swin Transformers
Object detection,100,Micro-Batch Training with Batch-Channel Normalization and Weight Standardization
Object detection,101,"MobileViT: Light-weight, General-purpose, and Mobile-friendly Vision Transformer"
Object detection,102,U$^2$-Net: Going Deeper with Nested U-Structure for Salient Object Detection
Object detection,103,Bag of Freebies for Training Object Detection Neural Networks
Object detection,104,PP-PicoDet: A Better Real-Time Object Detector on Mobile Devices
Object detection,105,TOOD: Task-aligned One-stage Object Detection
Object detection,106,CBNetV2: A Composite Backbone Network Architecture for Object Detection
Object detection,107,PAFNet: An Efficient Anchor-Free Object Detector Guidance
Object detection,108,Sparse R-CNN: End-to-End Object Detection with Learnable Proposals
Object detection,109,Generalized Focal Loss V2: Learning Reliable Localization Quality Estimation for Dense Object Detection
Object detection,110,Align Deep Features for Oriented Object Detection
Object detection,111,PP-YOLO: An Effective and Efficient Implementation of Object Detector
Object detection,112,Attention-guided Context Feature Pyramid Network for Object Detection
Object detection,113,FairMOT: On the Fairness of Detection and Re-Identification in Multiple Object Tracking
Object detection,114,SOLOv2: Dynamic and Fast Instance Segmentation
Object detection,115,Distance-IoU Loss: Faster and Better Learning for Bounding Box Regression
Object detection,116,HarDNet: A Low Memory Traffic Network
Object detection,117,Training-Time-Friendly Network for Real-Time Object Detection
Object detection,118,CornerNet-Lite: Efficient Keypoint Based Object Detection
Object detection,119,High-Resolution Representations for Labeling Pixels and Regions
Object detection,120,FCOS: Fully Convolutional One-Stage Object Detection
Object detection,121,Deep High-Resolution Representation Learning for Human Pose Estimation
Object detection,122,Generalized Intersection over Union: A Metric and A Loss for Bounding Box Regression
Object detection,123,SNIPER: Efficient Multi-Scale Training
